acronym,system,never_suitable(0),remains_suitable(1),no_longer_suitable(-1),new_habitat(2),area_km2,remains_suitable_(1)_perc,no_longer_suitable(-1)_perc,new_habitat_(2)_per,net_change_perc,species,main_use,cover_inventory
ASTRGR,THEOCA_45_not,572,2003,443,137,11985.400000000001,81.88879803761243,18.11120196238757,5.600981193785773,-12.510220768601798,Astronium graveolens,Timber,0.182243121
ASTRGR,COFFAR_85_suit,2163,3341,468,449,18664.100000000002,87.71331058020478,12.286689419795222,11.787870832239433,-0.4988185875557889,Astronium graveolens,Timber,0.182243121
ASTRGR,COFFAR_85_not,2535,4557,1840,44,31345.300000000003,71.23651711739878,28.76348288260122,0.6878224167578553,-28.075660465843367,Astronium graveolens,Timber,0.182243121
ASTRGR,THEOCA_85_suit,3024,14652,1029,1420,76836.90000000001,93.43791850009566,6.562081499904343,9.055544926981698,2.493463427077355,Astronium graveolens,Timber,0.182243121
ASTRGR,THEOCA_85_not,839,2403,604,261,14734.300000000001,79.91353508480212,20.086464915197872,8.679747256401729,-11.406717658796143,Astronium graveolens,Timber,0.182243121
BACTGA,COFFAR_current_suit,11848,2719,0,0,13323.1,100,0,0,0,Bactris gasipaes,Fruit,0.46325923
BACTGA,COFFAR_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Bactris gasipaes,Fruit,0.46325923
BACTGA,THEOCA_current_suit,13652,10221,0,0,50082.9,100,0,0,0,Bactris gasipaes,Fruit,0.46325923
BACTGA,THEOCA_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Bactris gasipaes,Fruit,0.46325923
BACTGA,COFFAR_45_suit,6182,816,263,60,5287.1,75.62557924003707,24.374420759962927,5.560704355885079,-18.813716404077848,Bactris gasipaes,Fruit,0.46325923
BACTGA,COFFAR_45_not,6216,1032,685,1,8413.300000000001,60.10483401281304,39.89516598718696,0.05824111822947001,-39.83692486895749,Bactris gasipaes,Fruit,0.46325923
BACTGA,THEOCA_45_suit,11459,7095,2387,127,46461.8,74.8259860788863,25.17401392111369,1.3393798776629404,-23.83463404345075,Bactris gasipaes,Fruit,0.46325923
BACTGA,THEOCA_45_not,2314,765,76,0,4120.9000000000005,90.96313912009512,9.036860879904875,0,-9.036860879904875,Bactris gasipaes,Fruit,0.46325923
BACTGA,COFFAR_85_suit,5398,699,261,63,4704,72.8125,27.187499999999996,6.5625,-20.624999999999996,Bactris gasipaes,Fruit,0.46325923
BACTGA,COFFAR_85_not,7127,1131,716,2,9050.300000000001,61.23443421765025,38.76556578234976,0.10828370330265295,-38.65728207904711,Bactris gasipaes,Fruit,0.46325923
BACTGA,THEOCA_85_suit,10945,6618,2451,111,44438.100000000006,72.97386701951703,27.026132980482963,1.2239497188223618,-25.802183261660602,Bactris gasipaes,Fruit,0.46325923
BACTGA,THEOCA_85_not,2840,1110,157,0,6208.3,87.60852407261247,12.39147592738753,0,-12.39147592738753,Bactris gasipaes,Fruit,0.46325923
BROSAL,COFFAR_current_suit,3890,10677,0,0,52317.3,100,0,0,0,Brosimum alicastrum,Fruit,0.249019226
BROSAL,COFFAR_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Brosimum alicastrum,Fruit,0.249019226
BROSAL,THEOCA_current_suit,2997,20876,0,0,102292.40000000001,100,0,0,0,Brosimum alicastrum,Fruit,0.249019226
BROSAL,THEOCA_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Brosimum alicastrum,Fruit,0.249019226
BROSAL,COFFAR_45_suit,2838,3582,133,768,18203.5,96.41991924629879,3.5800807537012114,20.672947510094215,17.092866756393004,Brosimum alicastrum,Fruit,0.249019226
BROSAL,COFFAR_45_not,720,6626,341,247,34138.3,95.10549734462465,4.894502655375341,3.5452849145973873,-1.3492177407779535,Brosimum alicastrum,Fruit,0.249019226
BROSAL,THEOCA_45_suit,2107,17826,586,549,90218.8,96.81729306973713,3.182706930262872,2.981751031935694,-0.20095589832717797,Brosimum alicastrum,Fruit,0.249019226
BROSAL,THEOCA_45_not,518,2452,169,16,12842.900000000001,93.55207935902328,6.447920640976726,0.6104540251812286,-5.837466615795497,Brosimum alicastrum,Fruit,0.249019226
BROSAL,COFFAR_85_suit,2764,2771,108,778,14107.1,96.24869746439735,3.75130253560264,27.023271969433832,23.27196943383119,Brosimum alicastrum,Fruit,0.249019226
BROSAL,COFFAR_85_not,844,7348,455,329,38234.700000000004,94.16890939382289,5.831090606177111,4.216327053697296,-1.6147635524798147,Brosimum alicastrum,Fruit,0.249019226
BROSAL,THEOCA_85_suit,1789,17054,678,604,86886.8,96.17640424092036,3.8235957590796303,3.406271148206632,-0.4173246108729982,Brosimum alicastrum,Fruit,0.249019226
BROSAL,THEOCA_85_not,744,3020,282,61,16179.800000000001,91.45972138098122,8.540278619018776,1.8473652331920047,-6.692913385826772,Brosimum alicastrum,Fruit,0.249019226
BURSSI,COFFAR_current_suit,1284,13283,0,0,65086.700000000004,100,0,0,0,Bursera simaruba,Timber,4.767535683
BURSSI,COFFAR_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Bursera simaruba,Timber,4.767535683
BURSSI,THEOCA_current_suit,2797,21076,0,0,103272.40000000001,100,0,0,0,Bursera simaruba,Timber,4.767535683
BURSSI,THEOCA_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Bursera simaruba,Timber,4.767535683
BURSSI,COFFAR_45_suit,847,5888,216,370,29909.600000000002,96.46133682830931,3.5386631716906947,6.061598951507208,2.5229357798165135,Bursera simaruba,Timber,4.767535683
BURSSI,COFFAR_45_not,383,6927,526,98,36519.700000000004,92.94243928619348,7.057560713806521,1.3149067489601503,-5.742653964846371,Bursera simaruba,Timber,4.767535683
BURSSI,THEOCA_45_suit,1930,18098,457,583,90919.5,97.53705200754513,2.462947992454864,3.1420102398275396,0.6790622473726757,Bursera simaruba,Timber,4.767535683
BURSSI,THEOCA_45_not,366,2616,139,34,13499.500000000002,94.9546279491833,5.045372050816697,1.234119782214156,-3.8112522686025407,Bursera simaruba,Timber,4.767535683
BURSSI,COFFAR_85_suit,912,4894,300,315,25450.600000000002,94.22410473623411,5.775895263765884,6.064690026954178,0.2887947631882941,Bursera simaruba,Timber,4.767535683
BURSSI,COFFAR_85_not,403,7908,493,172,41164.9,94.1316509939293,5.868349006070705,2.047375312462802,-3.820973693607903,Bursera simaruba,Timber,4.767535683
BURSSI,THEOCA_85_suit,1547,17519,374,685,87675.70000000001,97.90979712736825,2.0902028726317554,3.8283127480020123,1.7381098753702569,Bursera simaruba,Timber,4.767535683
BURSSI,THEOCA_85_not,525,3261,155,166,16738.4,95.46252927400468,4.537470725995316,4.859484777517564,0.32201405152224805,Bursera simaruba,Timber,4.767535683
BYRSCR,COFFAR_current_suit,2285,12282,0,0,60181.8,100,0,0,0,Byrsonima crassifolia,Fruit,2.09927381
BYRSCR,COFFAR_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Byrsonima crassifolia,Fruit,2.09927381
BYRSCR,THEOCA_current_suit,1957,21916,0,0,107388.40000000001,100,0,0,0,Byrsonima crassifolia,Fruit,2.09927381
BYRSCR,THEOCA_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Byrsonima crassifolia,Fruit,2.09927381
BYRSCR,COFFAR_45_suit,1245,5061,93,922,25254.600000000002,98.19557625145518,1.8044237485448196,17.889018238261546,16.084594489716725,Byrsonima crassifolia,Fruit,2.09927381
BYRSCR,COFFAR_45_not,658,6457,687,132,35005.600000000006,90.38353863381859,9.616461366181412,1.8477043673012319,-7.76875699888018,Byrsonima crassifolia,Fruit,2.09927381
BYRSCR,THEOCA_45_suit,1022,18883,432,731,94643.5,97.76339632410044,2.23660367589956,3.7846233497281903,1.5480196738286303,Byrsonima crassifolia,Fruit,2.09927381
BYRSCR,THEOCA_45_not,118,2801,73,163,14082.6,97.45998608211552,2.5400139178844814,5.671537926235212,3.1315240083507305,Byrsonima crassifolia,Fruit,2.09927381
BYRSCR,COFFAR_85_suit,1216,3938,271,996,20624.100000000002,93.56141601330482,6.4385839866951775,23.66357804704205,17.224994060346873,Byrsonima crassifolia,Fruit,2.09927381
BYRSCR,COFFAR_85_not,710,6940,1162,164,39699.8,85.65786225623303,14.342137743766973,2.024191557640089,-12.317946186126884,Byrsonima crassifolia,Fruit,2.09927381
BYRSCR,THEOCA_85_suit,876,17853,640,756,90615.70000000001,96.53923106040124,3.460768939598767,4.088033309901044,0.6272643703022767,Byrsonima crassifolia,Fruit,2.09927381
BYRSCR,THEOCA_85_not,149,3565,115,278,18032,96.875,3.125,7.554347826086956,4.429347826086956,Byrsonima crassifolia,Fruit,2.09927381
CALOBR,COFFAR_current_suit,1024,13543,0,0,66360.70000000001,100,0,0,0,Calophyllum brasiliense,Timber,0.116858184
CALOBR,COFFAR_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Calophyllum brasiliense,Timber,0.116858184
CALOBR,THEOCA_current_suit,884,22989,0,0,112646.1,100,0,0,0,Calophyllum brasiliense,Timber,0.116858184
CALOBR,THEOCA_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Calophyllum brasiliense,Timber,0.116858184
CALOBR,COFFAR_45_suit,652,6260,53,356,30933.7,99.16046253762079,0.8395374623792174,5.639157294471725,4.799619832092508,Calophyllum brasiliense,Timber,0.116858184
CALOBR,COFFAR_45_not,546,6163,1222,3,36186.5,83.45294515910629,16.547054840893704,0.040622884224779957,-16.506431956668923,Calophyllum brasiliense,Timber,0.116858184
CALOBR,THEOCA_45_suit,404,19599,831,234,100107,95.93245227606461,4.067547723935389,1.145374449339207,-2.922173274596182,Calophyllum brasiliense,Timber,0.116858184
CALOBR,THEOCA_45_not,179,2369,536,71,14234.500000000002,81.54905335628227,18.450946643717728,2.4440619621342514,-16.006884681583475,Calophyllum brasiliense,Timber,0.116858184
CALOBR,COFFAR_85_suit,670,5240,109,402,26210.100000000002,97.96223593194989,2.037764068050103,7.515423443634324,5.477659375584221,Calophyllum brasiliense,Timber,0.116858184
CALOBR,COFFAR_85_not,599,6375,2001,1,41042.4,76.11031518624641,23.889684813753583,0.011938872970391595,-23.877745940783193,Calophyllum brasiliense,Timber,0.116858184
CALOBR,THEOCA_85_suit,323,18381,1217,204,96030.20000000001,93.79018267170119,6.209817328298806,1.0409225431166447,-5.168894785182161,Calophyllum brasiliense,Timber,0.116858184
CALOBR,THEOCA_85_not,286,2718,1029,74,18360.300000000003,72.53803042433947,27.46196957566053,1.9749132639444889,-25.48705631171604,Calophyllum brasiliense,Timber,0.116858184
CALYCA,COFFAR_current_suit,6849,7718,0,0,37818.200000000004,100,0,0,0,Calycophyllum candidissimum,Timber,0.108511171
CALYCA,COFFAR_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Calycophyllum candidissimum,Timber,0.108511171
CALYCA,THEOCA_current_suit,12696,11177,0,0,54767.3,100,0,0,0,Calycophyllum candidissimum,Timber,0.108511171
CALYCA,THEOCA_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Calycophyllum candidissimum,Timber,0.108511171
CALYCA,COFFAR_45_suit,4155,2745,135,286,14112.000000000002,95.3125,4.6875,9.930555555555555,5.243055555555555,Calycophyllum candidissimum,Timber,0.108511171
CALYCA,COFFAR_45_not,2900,3952,905,177,23799.300000000003,81.36709903232448,18.63290096767552,3.644224830142063,-14.988676137533458,Calycophyllum candidissimum,Timber,0.108511171
CALYCA,THEOCA_45_suit,10229,7728,2106,1005,48186.600000000006,78.58450274557657,21.41549725442343,10.219646125686394,-11.195851128737035,Calycophyllum candidissimum,Timber,0.108511171
CALYCA,THEOCA_45_not,1677,1269,135,74,6879.6,90.38461538461539,9.615384615384617,5.270655270655271,-4.344729344729346,Calycophyllum candidissimum,Timber,0.108511171
CALYCA,COFFAR_85_suit,3853,2135,149,284,11191.6,93.47635726795096,6.523642732049037,12.43432574430823,5.910683012259193,Calycophyllum candidissimum,Timber,0.108511171
CALYCA,COFFAR_85_not,3379,4235,1222,140,26739.300000000003,77.60674363203225,22.393256367967748,2.5655121861828842,-19.827744181784865,Calycophyllum candidissimum,Timber,0.108511171
CALYCA,THEOCA_85_suit,9993,6575,2741,816,45648.4,70.57750107342207,29.422498926577926,8.75912408759124,-20.663374838986684,Calycophyllum candidissimum,Timber,0.108511171
CALYCA,THEOCA_85_not,2108,1722,185,92,9344.300000000001,90.29889879391715,9.701101206082853,4.824331410592554,-4.8767697954903,Calycophyllum candidissimum,Timber,0.108511171
CARAGU,COFFAR_current_suit,12485,2082,0,0,10201.800000000001,100,0,0,0,Carapa guianensis,Timber,0.069558443
CARAGU,COFFAR_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Carapa guianensis,Timber,0.069558443
CARAGU,THEOCA_current_suit,15392,8481,0,0,41556.9,100,0,0,0,Carapa guianensis,Timber,0.069558443
CARAGU,THEOCA_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Carapa guianensis,Timber,0.069558443
CARAGU,COFFAR_45_suit,6424,711,147,39,4204.200000000001,82.86713286713287,17.132867132867133,4.545454545454546,-12.587412587412587,Carapa guianensis,Timber,0.069558443
CARAGU,COFFAR_45_not,6604,976,319,35,6345.500000000001,75.36679536679537,24.633204633204635,2.7027027027027026,-21.930501930501933,Carapa guianensis,Timber,0.069558443
CARAGU,THEOCA_45_suit,13143,6358,1463,104,38322.9,81.29395218002813,18.70604781997187,1.3297532284874058,-17.376294591484466,Carapa guianensis,Timber,0.069558443
CARAGU,THEOCA_45_not,2369,750,36,0,3851.4,95.41984732824427,4.580152671755725,0,-4.580152671755725,Carapa guianensis,Timber,0.069558443
CARAGU,COFFAR_85_suit,5630,623,147,21,3773.0000000000005,80.9090909090909,19.090909090909093,2.727272727272727,-16.363636363636367,Carapa guianensis,Timber,0.069558443
CARAGU,COFFAR_85_not,7548,1075,319,34,6830.6,77.11621233859397,22.88378766140603,2.4390243902439024,-20.444763271162127,Carapa guianensis,Timber,0.069558443
CARAGU,THEOCA_85_suit,12628,5638,1774,85,36318.8,76.06583917970859,23.93416082029142,1.146788990825688,-22.787371829465734,Carapa guianensis,Timber,0.069558443
CARAGU,THEOCA_85_not,2900,1128,79,0,5914.3,93.45484672742337,6.545153272576636,0,-6.545153272576636,Carapa guianensis,Timber,0.069558443
CASSGR,COFFAR_current_suit,5671,8896,0,0,43590.4,100,0,0,0,Cassia grandis,Timber,0.392309619
CASSGR,COFFAR_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Cassia grandis,Timber,0.392309619
CASSGR,THEOCA_current_suit,2462,21411,0,0,104913.90000000001,100,0,0,0,Cassia grandis,Timber,0.392309619
CASSGR,THEOCA_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Cassia grandis,Timber,0.392309619
CASSGR,COFFAR_45_suit,3290,3646,173,212,18713.100000000002,95.4700183294056,4.529981670594396,5.551191411364231,1.0212097407698346,Cassia grandis,Timber,0.392309619
CASSGR,COFFAR_45_not,2692,4608,566,68,25352.600000000002,89.06068805566292,10.939311944337069,1.3142636258214146,-9.625048318515654,Cassia grandis,Timber,0.392309619
CASSGR,THEOCA_45_suit,1605,18790,291,382,93496.90000000001,98.4749226979718,1.5250773020281956,2.001991509878937,0.47691420785074157,Cassia grandis,Timber,0.392309619
CASSGR,THEOCA_45_not,457,2502,63,133,12568.500000000002,97.54385964912281,2.456140350877193,5.185185185185185,2.729044834307992,Cassia grandis,Timber,0.392309619
CASSGR,COFFAR_85_suit,3104,2943,237,137,15582.000000000002,92.54716981132076,7.452830188679245,4.3081761006289305,-3.1446540880503147,Cassia grandis,Timber,0.392309619
CASSGR,COFFAR_85_not,3035,4940,896,105,28596.4,84.64701850582591,15.352981494174092,1.7991775188485264,-13.553803975325565,Cassia grandis,Timber,0.392309619
CASSGR,THEOCA_85_suit,1322,17953,393,457,89895.40000000001,97.85784367164506,2.1421563283549547,2.491006213888586,0.3488498855336313,Cassia grandis,Timber,0.392309619
CASSGR,THEOCA_85_not,628,3228,95,156,16282.7,97.14113752633163,2.8588624736683723,4.694553114655432,1.8356906409870595,Cassia grandis,Timber,0.392309619
CECROB,COFFAR_current_suit,4494,10073,0,0,49357.700000000004,100,0,0,0,Cecropia obtusifolia,Timber,0.107120002
CECROB,COFFAR_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Cecropia obtusifolia,Timber,0.107120002
CECROB,THEOCA_current_suit,6841,17032,0,0,83456.8,100,0,0,0,Cecropia obtusifolia,Timber,0.107120002
CECROB,THEOCA_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Cecropia obtusifolia,Timber,0.107120002
CECROB,COFFAR_45_suit,1958,4502,800,61,25979.800000000003,84.91135420596001,15.088645794039984,1.1505092417955487,-13.938136552244435,Cecropia obtusifolia,Timber,0.107120002
CECROB,COFFAR_45_not,2839,3967,1106,22,24857.7,78.198304750640645,21.801695249359355,0.43366844076483346,-21.36802680859452,Cecropia obtusifolia,Timber,0.107120002
CECROB,THEOCA_45_suit,4941,14080,1818,229,77900.20000000001,88.56459932066927,11.435400679330733,1.4404327588375896,-9.994967920493144,Cecropia obtusifolia,Timber,0.107120002
CECROB,THEOCA_45_not,1707,1052,351,45,6874.700000000001,74.98218104062722,25.01781895937277,3.2074126870990733,-21.8104062722737,Cecropia obtusifolia,Timber,0.107120002
CECROB,COFFAR_85_suit,1700,3641,1033,47,22902.600000000002,77.89901583226359,22.100984167736414,1.0055626872058194,-21.095421480530593,Cecropia obtusifolia,Timber,0.107120002
CECROB,COFFAR_85_not,3197,4315,1447,17,28233.800000000003,74.88719194724054,25.112808052759462,0.29503644567858384,-24.81777160708088,Cecropia obtusifolia,Timber,0.107120002
CECROB,THEOCA_85_suit,4555,13287,2065,218,75224.8,86.54898384575299,13.451016154247004,1.420010422094841,-12.031005732152163,Cecropia obtusifolia,Timber,0.107120002
CECROB,THEOCA_85_not,2127,1342,614,24,9584.400000000001,68.60940695296523,31.390593047034766,1.2269938650306749,-30.16359918200409,Cecropia obtusifolia,Timber,0.107120002
CECRPE,COFFAR_current_suit,5772,8795,0,0,43095.5,100,0,0,0,Cecropia peltata,Timber,0.20728416
CECRPE,COFFAR_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Cecropia peltata,Timber,0.20728416
CECRPE,THEOCA_current_suit,1556,22317,0,0,109353.3,100,0,0,0,Cecropia peltata,Timber,0.20728416
CECRPE,THEOCA_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Cecropia peltata,Timber,0.20728416
CECRPE,COFFAR_45_suit,3257,3175,847,42,19707.800000000003,78.94082545997017,21.059174540029836,1.04425658876181,-20.014917951268025,Cecropia peltata,Timber,0.20728416
CECRPE,COFFAR_45_not,2932,4193,682,127,23887.5,86.01025641025642,13.98974358974359,2.605128205128205,-11.384615384615385,Cecropia peltata,Timber,0.20728416
CECRPE,THEOCA_45_suit,871,19387,341,469,96667.20000000001,98.27149229521493,1.7285077047850772,2.3773317112733174,0.6488240064882402,Cecropia peltata,Timber,0.20728416
CECRPE,THEOCA_45_not,132,2762,141,120,14224.7,95.14295556321048,4.857044436789528,4.133654839820875,-0.7233895969686532,Cecropia peltata,Timber,0.20728416
CECRPE,COFFAR_85_suit,3009,2453,927,32,16562,72.57396449704142,27.42603550295858,0.9467455621301776,-26.4792899408284,Cecropia peltata,Timber,0.20728416
CECRPE,COFFAR_85_not,3264,4672,858,182,27097.000000000004,84.48462929475588,15.515370705244122,3.2911392405063293,-12.224231464737793,Cecropia peltata,Timber,0.20728416
CECRPE,THEOCA_85_suit,624,18608,320,573,92747.20000000001,98.30938292476755,1.69061707523246,3.027261200338123,1.336644125105663,Cecropia peltata,Timber,0.20728416
CECRPE,THEOCA_85_not,104,3591,126,286,18213.300000000003,96.61016949152543,3.389830508474576,7.694377185902609,4.304546677428033,Cecropia peltata,Timber,0.20728416
CEDROD,COFFAR_current_suit,3092,11475,0,0,56227.50000000001,100,0,0,0,Cedrela odorata,Timber,3.973178264
CEDROD,COFFAR_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Cedrela odorata,Timber,3.973178264
CEDROD,THEOCA_current_suit,1285,22588,0,0,110681.20000000001,100,0,0,0,Cedrela odorata,Timber,3.973178264
CEDROD,THEOCA_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Cedrela odorata,Timber,3.973178264
CEDROD,COFFAR_45_suit,1712,4923,633,53,27224.4,88.60691144708423,11.393088552915767,0.9539236861051116,-10.439164866810655,Cedrela odorata,Timber,3.973178264
CEDROD,COFFAR_45_not,1828,4760,1338,8,29880.2,78.05837979665465,21.94162020334536,0.13119055428009183,-21.810429649065266,Cedrela odorata,Timber,3.973178264
CEDROD,THEOCA_45_suit,529,19116,1281,142,99945.3,93.71966465656715,6.280335343432858,0.6961808109035642,-5.584154532529294,Cedrela odorata,Timber,3.973178264
CEDROD,THEOCA_45_not,594,1961,558,42,12343.1,77.8483525208416,22.151647479158395,1.66732830488289,-20.484319174275505,Cedrela odorata,Timber,3.973178264
CEDROD,COFFAR_85_suit,1640,4038,693,50,23181.9,85.35193405199747,14.648065948002536,1.056859015007398,-13.591206932995139,Cedrela odorata,Timber,3.973178264
CEDROD,COFFAR_85_not,2019,4977,1978,2,34079.5,71.56002875629044,28.43997124370956,0.02875629043853343,-28.411214953271028,Cedrela odorata,Timber,3.973178264
CEDROD,THEOCA_85_suit,407,18197,1413,108,96089,92.79449260581336,7.2055073941866405,0.550739418663947,-6.654767975522693,Cedrela odorata,Timber,3.973178264
CEDROD,THEOCA_85_not,756,2296,1027,28,16282.7,69.09419199518507,30.90580800481493,0.842612097502257,-30.06319590731267,Cedrela odorata,Timber,3.973178264
CEIBPE,COFFAR_current_suit,6398,8169,0,0,40028.100000000006,100,0,0,0,Ceiba pentandra,Timber,0.125205197
CEIBPE,COFFAR_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Ceiba pentandra,Timber,0.125205197
CEIBPE,THEOCA_current_suit,1567,22306,0,0,109299.40000000001,100,0,0,0,Ceiba pentandra,Timber,0.125205197
CEIBPE,THEOCA_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Ceiba pentandra,Timber,0.125205197
CEIBPE,COFFAR_45_suit,4215,2455,180,471,12911.500000000002,93.16888045540796,6.83111954459203,17.874762808349146,11.043643263757115,Ceiba pentandra,Timber,0.125205197
CEIBPE,COFFAR_45_not,1975,5222,312,425,27116.600000000002,94.36212504517528,5.63787495482472,7.679797614745211,2.041922659920491,Ceiba pentandra,Timber,0.125205197
CEIBPE,THEOCA_45_suit,658,19409,198,803,96074.3,98.9901565767328,1.0098434232672004,4.095476105472535,3.085632682205335,Ceiba pentandra,Timber,0.125205197
CEIBPE,THEOCA_45_not,136,2773,38,208,13773.900000000001,98.64816791177516,1.351832088224831,7.3995019565990745,6.047669868374244,Ceiba pentandra,Timber,0.125205197
CEIBPE,COFFAR_85_suit,3909,1855,171,486,9927.400000000001,91.55972359328727,8.440276406712735,23.988153998025666,15.54787759131293,Ceiba pentandra,Timber,0.125205197
CEIBPE,COFFAR_85_not,2029,5744,399,804,30100.7,93.50480221390201,6.4951977860979975,13.088067719355365,6.592869933257368,Ceiba pentandra,Timber,0.125205197
CEIBPE,THEOCA_85_suit,470,18624,158,873,92031.8,99.15876903418166,0.8412309658183367,4.648067298477265,3.8068363326589285,Ceiba pentandra,Timber,0.125205197
CEIBPE,THEOCA_85_not,159,3613,37,298,17885,98.98630136986301,1.0136986301369864,8.164383561643836,7.15068493150685,Ceiba pentandra,Timber,0.125205197
CHRYCA,COFFAR_current_suit,5411,9156,0,0,44864.4,100,0,0,0,Chrysophyllum cainito,Fruit,0.03617039
CHRYCA,COFFAR_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Chrysophyllum cainito,Fruit,0.03617039
CHRYCA,THEOCA_current_suit,1850,22023,0,0,107912.70000000001,100,0,0,0,Chrysophyllum cainito,Fruit,0.03617039
CHRYCA,THEOCA_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Chrysophyllum cainito,Fruit,0.03617039
CHRYCA,COFFAR_45_suit,2924,3424,940,33,21383.600000000002,78.46012832263978,21.53987167736022,0.7561869844179652,-20.783684692942256,Chrysophyllum cainito,Fruit,0.03617039
CHRYCA,COFFAR_45_not,2969,3867,1093,5,24304,77.96370967741936,22.036290322580644,0.10080645161290322,-21.93548387096774,Chrysophyllum cainito,Fruit,0.03617039
CHRYCA,THEOCA_45_suit,1327,16626,3037,78,96348.70000000001,84.55474749529573,15.445252504704268,0.3966841275492041,-15.048568377155064,Chrysophyllum cainito,Fruit,0.03617039
CHRYCA,THEOCA_45_not,459,1832,837,27,13078.1,68.63994005245411,31.3600599475459,1.0116148370176097,-30.34844511052829,Chrysophyllum cainito,Fruit,0.03617039
CHRYCA,COFFAR_85_suit,2654,2727,1011,29,18316.2,72.95345104333867,27.046548956661315,0.7758159443552702,-26.270733012306046,Chrysophyllum cainito,Fruit,0.03617039
CHRYCA,COFFAR_85_not,3359,3964,1647,6,27493.9,70.64694350383176,29.35305649616824,0.10693281055070397,-29.246123685617537,Chrysophyllum cainito,Fruit,0.03617039
CHRYCA,THEOCA_85_suit,1212,15444,3369,100,92183.70000000001,82.09217030776591,17.907829692234092,0.5315473342901185,-17.376282357943975,Chrysophyllum cainito,Fruit,0.03617039
CHRYCA,THEOCA_85_not,534,2419,1118,36,17331.300000000003,68.39129205541418,31.608707944585806,1.0178117048346056,-30.5908962397512,Chrysophyllum cainito,Fruit,0.03617039
CHRYME,COFFAR_current_suit,7201,7366,0,0,36093.4,100,0,0,0,Chrysophyllum mexicanum,Fruit,0.075123118
CHRYME,COFFAR_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Chrysophyllum mexicanum,Fruit,0.075123118
CHRYME,THEOCA_current_suit,8271,15602,0,0,76449.8,100,0,0,0,Chrysophyllum mexicanum,Fruit,0.075123118
CHRYME,THEOCA_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Chrysophyllum mexicanum,Fruit,0.075123118
CHRYME,COFFAR_45_suit,4304,2370,383,264,13489.7,86.08790410461314,13.91209589538685,9.589538685070833,-4.322557210316017,Chrysophyllum mexicanum,Fruit,0.075123118
CHRYME,COFFAR_45_not,2970,4026,648,290,22902.600000000002,86.13607188703466,13.86392811296534,6.204535729567822,-7.659392383397518,Chrysophyllum mexicanum,Fruit,0.075123118
CHRYME,THEOCA_45_suit,6609,13009,1055,395,68913.6,92.4985779294653,7.501422070534698,2.808589306029579,-4.692832764505119,Chrysophyllum mexicanum,Fruit,0.075123118
CHRYME,THEOCA_45_not,1500,1609,26,20,8011.500000000001,98.40978593272172,1.5902140672782874,1.2232415902140672,-0.3669724770642202,Chrysophyllum mexicanum,Fruit,0.075123118
CHRYME,COFFAR_85_suit,3974,1780,479,188,11069.1,78.7959274015051,21.204072598494907,8.322266489597167,-12.88180610889774,Chrysophyllum mexicanum,Fruit,0.075123118
CHRYME,COFFAR_85_not,3437,4231,939,369,25333.000000000004,81.8375241779497,18.16247582205029,7.137330754352031,-11.025145067698258,Chrysophyllum mexicanum,Fruit,0.075123118
CHRYME,THEOCA_85_suit,5980,12452,1446,247,68100.20000000001,89.595625269823,10.404374730177004,1.7772341344078284,-8.627140595769175,Chrysophyllum mexicanum,Fruit,0.075123118
CHRYME,THEOCA_85_not,2272,1740,79,16,8913.1,95.65695437053327,4.34304562946674,0.8796041781198461,-3.463441451346894,Chrysophyllum mexicanum,Fruit,0.075123118
CHRYOL,COFFAR_current_suit,8922,5645,0,0,27660.500000000004,100,0,0,0,Chrysophyllum oliviforme,Fruit,0.04869091
CHRYOL,COFFAR_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Chrysophyllum oliviforme,Fruit,0.04869091
